label,bit_i,bit_j,line_i,line_j,data_ro_i,data_ro_j,pearson_r,abs_pearson_r,mi_bits
w10,22,62,2,7,6,6,0.771770312,0.771770312,0.483159174
w10,8,24,1,3,0,0,-0.765853225,0.765853225,0.479388402
w10,18,58,2,7,2,2,0.766059750,0.766059750,0.477574395
w10,31,55,3,6,7,7,0.755587221,0.755587221,0.464027152
w10,12,36,1,4,4,4,-0.754692850,0.754692850,0.463938638
w10,34,50,4,6,2,2,-0.742102588,0.742102588,0.460824499
w10,31,47,3,5,7,7,-0.747336614,0.747336614,0.458338878
w10,1,41,0,5,1,1,0.730677306,0.730677306,0.430110845
w10,40,56,5,7,0,0,-0.724874529,0.724874529,0.422413594
w10,39,55,4,6,7,7,-0.718915485,0.718915485,0.417860167
w10,33,49,4,6,1,1,-0.719142962,0.719142962,0.414971831
w10,16,24,2,3,0,0,-0.718776226,0.718776226,0.414182975
w10,39,47,4,5,7,7,0.700683128,0.700683128,0.390656856
w10,18,50,2,6,2,2,0.680593988,0.680593988,0.363257043
w10,27,51,3,6,3,3,-0.663690610,0.663690610,0.352090162
w10,2,42,0,5,2,2,0.664066941,0.664066941,0.345875230
w10,24,48,3,6,0,0,-0.662513249,0.662513249,0.345401947
w10,4,44,0,5,4,4,0.654255168,0.654255168,0.335744616
w10,17,57,2,7,1,1,0.652652664,0.652652664,0.334119370
w10,30,46,3,5,6,6,-0.640018679,0.640018679,0.329653273
w10,31,63,3,7,7,7,0.643790802,0.643790802,0.323729011
w10,8,32,1,4,0,0,-0.642922151,0.642922151,0.323295124
w10,25,41,3,5,1,1,-0.638783505,0.638783505,0.318646227
w10,32,56,4,7,0,0,0.638633409,0.638633409,0.318412533
w10,12,52,1,6,4,4,0.634624266,0.634624266,0.314014141
w10,3,27,0,3,3,3,-0.628349537,0.628349537,0.312442186
w10,18,26,2,3,2,2,0.630761374,0.630761374,0.308151657
w10,9,25,1,3,1,1,-0.627873320,0.627873320,0.307236082
w10,38,46,4,5,6,6,0.624419476,0.624419476,0.301280935
w10,42,58,5,7,2,2,-0.610885794,0.610885794,0.292778044
w10,44,52,5,6,4,4,0.611258542,0.611258542,0.289447733
w10,39,63,4,7,7,7,-0.607472884,0.607472884,0.287102470
w10,5,45,0,5,5,5,0.605744846,0.605744846,0.283955643
w10,33,41,4,5,1,1,0.605214238,0.605214238,0.283223716
w10,26,34,3,4,2,2,-0.601243266,0.601243266,0.282799438
w10,16,32,2,4,0,0,-0.595774227,0.595774227,0.273890527
w10,0,24,0,3,0,0,0.589835733,0.589835733,0.268020726
w10,7,15,0,1,7,7,0.589599645,0.589599645,0.267072422
w10,7,23,0,2,7,7,-0.581962674,0.581962674,0.262860232
w10,13,53,1,6,5,5,0.582113470,0.582113470,0.260567522
w10,10,42,1,5,2,2,0.581496449,0.581496449,0.259181138
w10,36,60,4,7,4,4,-0.578341752,0.578341752,0.257000821
w10,43,59,5,7,3,3,-0.574298616,0.574298616,0.254877749
w10,29,61,3,7,5,5,0.573180173,0.573180173,0.252316522
w10,23,55,2,6,7,7,0.571405832,0.571405832,0.250136594
w10,37,45,4,5,5,5,0.570334822,0.570334822,0.249387278
w10,14,46,1,5,6,6,0.570226814,0.570226814,0.247579678
w10,19,59,2,7,3,3,0.568536570,0.568536570,0.247203235
w10,23,47,2,5,7,7,-0.561984308,0.561984308,0.242566477
w10,20,36,2,4,4,4,-0.561283973,0.561283973,0.241203441
w10,15,55,1,6,7,7,-0.558940921,0.558940921,0.239996606
w10,8,40,1,5,0,0,0.556641919,0.556641919,0.236778784
w10,13,29,1,3,5,5,-0.554709524,0.554709524,0.235037297
w10,28,36,3,4,4,4,0.546796551,0.546796551,0.227941044
w10,53,61,6,7,5,5,-0.546214158,0.546214158,0.227754450
w10,19,35,2,4,3,3,-0.537835305,0.537835305,0.222073844
w10,15,47,1,5,7,7,0.540114747,0.540114747,0.221882811
w10,42,50,5,6,2,2,-0.532190504,0.532190504,0.218075658
w10,17,49,2,6,1,1,0.535135343,0.535135343,0.217768038
w10,1,9,0,1,1,1,0.533240699,0.533240699,0.215727104
w10,27,43,3,5,3,3,-0.526959873,0.526959873,0.214102756
w10,22,46,2,5,6,6,-0.524802299,0.524802299,0.213499755
w10,2,18,0,2,2,2,-0.523695517,0.523695517,0.213178165
w10,35,43,4,5,3,3,0.525542919,0.525542919,0.209229192
w10,1,17,0,2,1,1,-0.521734963,0.521734963,0.206848067
w10,24,56,3,7,0,0,0.515651001,0.515651001,0.201367222
w10,16,40,2,5,0,0,0.509755376,0.509755376,0.196542894
w10,5,61,0,7,5,5,-0.509435992,0.509435992,0.196225771
w10,21,45,2,5,5,5,-0.507812541,0.507812541,0.194972088
w10,19,27,2,3,3,3,0.503927592,0.503927592,0.190824989
w10,46,54,5,6,6,6,-0.475501877,0.475501877,0.171414710
w10,29,45,3,5,5,5,-0.476544529,0.476544529,0.170655084
w10,37,61,4,7,5,5,-0.475040910,0.475040910,0.169595475
w10,33,57,4,7,1,1,-0.468597719,0.468597719,0.164751565
w10,0,32,0,4,0,0,0.466757082,0.466757082,0.163420027
w10,3,59,0,7,3,3,-0.465937764,0.465937764,0.163227563
w10,13,21,1,2,5,5,0.461002824,0.461002824,0.159263967
w10,23,63,2,7,7,7,0.459738646,0.459738646,0.158199050
w10,28,44,3,5,4,4,-0.453646196,0.453646196,0.154075229
w10,2,34,0,4,2,2,0.453799730,0.453799730,0.153738165
w10,10,18,1,2,2,2,-0.446575342,0.446575342,0.152475471
w10,45,53,5,6,5,5,0.449188335,0.449188335,0.150881372
w10,15,63,1,7,7,7,-0.447446424,0.447446424,0.150135987
w10,3,11,0,1,3,3,0.446032709,0.446032709,0.148554500
w10,20,44,2,5,4,4,-0.440115098,0.440115098,0.144697903
w10,7,39,0,4,7,7,0.428969589,0.428969589,0.136883607
w10,17,25,2,3,1,1,0.427831032,0.427831032,0.136399808
w10,8,48,1,6,0,0,0.427427140,0.427427140,0.136094891
w10,44,60,5,7,4,4,-0.422070292,0.422070292,0.132637532
w10,3,35,0,4,3,3,0.420737876,0.420737876,0.131652918
w10,21,61,2,7,5,5,0.413666548,0.413666548,0.127356240
w10,9,49,1,6,1,1,0.410561753,0.410561753,0.125294321
w10,9,57,1,7,1,1,-0.402291554,0.402291554,0.120110213
w10,7,31,0,3,7,7,-0.399144238,0.399144238,0.118838409
w10,13,37,1,4,5,5,-0.398442835,0.398442835,0.117759847
w10,26,58,3,7,2,2,0.397712645,0.397712645,0.116970072
w10,36,52,4,6,4,4,-0.388964671,0.388964671,0.112088735
w10,0,40,0,5,0,0,-0.380923315,0.380923315,0.107364265
w10,16,48,2,6,0,0,0.380911343,0.380911343,0.107356572
w10,10,34,1,4,2,2,0.370611083,0.370611083,0.101223768
w10,5,13,0,1,5,5,-0.363407785,0.363407785,0.097488017
w10,11,19,1,2,3,3,-0.350736943,0.350736943,0.091191801
w10,4,36,0,4,4,4,0.345540698,0.345540698,0.087921649
w10,11,43,1,5,3,3,0.337960159,0.337960159,0.083869746
w10,1,33,0,4,1,1,0.335093455,0.335093455,0.082551473
w10,12,60,1,7,4,4,0.331849891,0.331849891,0.080956899
w10,41,49,5,6,1,1,-0.324477701,0.324477701,0.077349577
w10,12,20,1,2,4,4,0.313741664,0.313741664,0.072194390
w10,26,50,3,6,2,2,0.313133657,0.313133657,0.071692451
w10,35,51,4,6,3,3,-0.308548094,0.308548094,0.069868026
w10,8,56,1,7,0,0,-0.281738945,0.281738945,0.058052525
w10,2,58,0,7,2,2,-0.279421543,0.279421543,0.057355897
w10,3,51,0,6,3,3,0.270875558,0.270875558,0.053582113
w10,6,54,0,6,6,6,-0.265167347,0.265167347,0.051556953
w10,4,52,0,6,4,4,0.265305192,0.265305192,0.051380166
w10,51,59,6,7,3,3,0.264812182,0.264812182,0.051177443
w10,9,41,1,5,1,1,0.264658399,0.264658399,0.051114306
w10,0,48,0,6,0,0,-0.252298001,0.252298001,0.046422604
w10,12,44,1,5,4,4,0.245864494,0.245864494,0.044051751
w10,25,33,3,4,1,1,-0.244122008,0.244122008,0.043426335
w10,16,56,2,7,0,0,-0.234497814,0.234497814,0.040039748
w10,2,50,0,6,2,2,-0.200683490,0.200683490,0.029375744
w10,10,58,1,7,2,2,-0.200044757,0.200044757,0.029182170
w10,49,57,6,7,1,1,0.187600863,0.187600863,0.025538883
w10,54,62,6,7,6,6,0.187156749,0.187156749,0.025375609
w10,19,51,2,6,3,3,-0.167041137,0.167041137,0.020236138
w10,43,51,5,6,3,3,0.164844238,0.164844238,0.019686153
w10,7,55,0,6,7,7,-0.150410798,0.150410798,0.016394721
w10,11,35,1,4,3,3,-0.136449963,0.136449963,0.013486536
w10,9,33,1,4,1,1,-0.130725476,0.130725476,0.012366570
w10,7,47,0,5,7,7,0.130245435,0.130245435,0.012266095
w10,13,61,1,7,5,5,-0.127001419,0.127001419,0.011666452
w10,28,60,3,7,4,4,-0.125375920,0.125375920,0.011369571
w10,10,50,1,6,2,2,-0.121733015,0.121733015,0.010749036
w10,20,28,2,3,4,4,-0.108430079,0.108430079,0.008498895
