family,mode,a_index,a_name,b_index,b_name,relation,freq_a_mhz,freq_b_mhz,abs_delta_f_mhz,beat_period_ns
random1,all_on,0,data0,2,data2,data_data,413.93439077144916,454.6147560682528,40.68036529680364,24.581883488607033
random1,all_on,1,data1,2,data2,data_data,412.7885123768325,454.6147560682528,41.8262436914203,23.908434316446332
random1,all_on,0,data0,4,data4,data_data,413.93439077144916,456.5741408315309,42.639750060081724,23.452295067183687
random1,all_on,6,data6,7,data7,data_data,403.099254986782,446.2819033886085,43.1826484018265,23.157449508300722
random1,all_on,0,data0,5,data5,data_data,413.93439077144916,457.2319154049507,43.29752463350155,23.096008570112293
random1,all_on,1,data1,4,data4,data_data,412.7885123768325,456.5741408315309,43.78562845469838,22.838543953631337
random1,all_on,1,data1,5,data5,data_data,412.7885123768325,457.2319154049507,44.44340302811821,22.500527229369123
random1,all_on,2,data2,6,data6,data_data,454.6147560682528,403.099254986782,51.5155010814708,19.41163298438112
random1,all_on,4,data4,6,data6,data_data,456.5741408315309,403.099254986782,53.47488584474888,18.70036717615916
random1,all_on,5,data5,6,data6,data_data,457.2319154049507,403.099254986782,54.13266041816871,18.47313603793186
random1,all_on,6,data6,8,sample,data_sample,403.099254986782,89.97885123768324,313.1204037490987,3.193659653049289
random1,all_on,1,data1,8,sample,data_sample,412.7885123768325,89.97885123768324,322.8096611391493,3.09780071783212
random1,all_on,0,data0,8,sample,data_sample,413.93439077144916,89.97885123768324,323.9555395337659,3.0868433410312774
random1,all_on,3,data3,8,sample,data_sample,433.6000961307378,89.97885123768324,343.6212448930546,2.910180947371954
random1,all_on,7,data7,8,sample,data_sample,446.2819033886085,89.97885123768324,356.3030521509253,2.8065995897683558
random1,all_on,2,data2,8,sample,data_sample,454.6147560682528,89.97885123768324,364.63590483056953,2.7424616905585766
random1,all_on,4,data4,8,sample,data_sample,456.5741408315309,89.97885123768324,366.5952895938476,2.7278037344885253
random1,all_on,5,data5,8,sample,data_sample,457.2319154049507,89.97885123768324,367.25306416726744,2.7229180572460643
random3,all_on,3,data3,7,data7,data_data,439.3924537370824,440.04638308099015,0.6539293439077483,1529.2171995589067
random3,all_on,3,data3,5,data5,data_data,439.3924537370824,437.1490026435953,2.243451093487124,445.74183181575086
random3,all_on,5,data5,7,data7,data_data,437.1490026435953,440.04638308099015,2.8973804373948724,345.13934970139167
random3,all_on,0,data0,6,data6,data_data,460.4873828406633,457.5856765200673,2.90170632059602,344.6248136491624
random3,all_on,1,data1,7,data7,data_data,448.7370824321077,440.04638308099015,8.69069935111753,115.06553841048601
random3,all_on,1,data1,6,data6,data_data,448.7370824321077,457.5856765200673,8.848594087959611,113.01230343029431
random3,all_on,1,data1,3,data3,data_data,448.7370824321077,439.3924537370824,9.344628695025278,107.01334773551373
random3,all_on,1,data1,5,data5,data_data,448.7370824321077,437.1490026435953,11.588079788512403,86.2955742668711
random3,all_on,0,data0,1,data1,data_data,460.4873828406633,448.7370824321077,11.750300408555631,85.10420714621728
random3,all_on,2,data2,4,data4,data_data,412.463590483057,396.181927421293,16.281663061763993,61.418787270472954
random3,all_on,6,data6,7,data7,data_data,457.5856765200673,440.04638308099015,17.53929343907714,57.01483947876846
random3,all_on,3,data3,6,data6,data_data,439.3924537370824,457.5856765200673,18.19322278298489,54.9655227074581
random3,all_on,5,data5,6,data6,data_data,437.1490026435953,457.5856765200673,20.436673876472014,48.931641520749764
random3,all_on,0,data0,7,data7,data_data,460.4873828406633,440.04638308099015,20.44099975967316,48.92128622655927
random3,all_on,0,data0,3,data3,data_data,460.4873828406633,439.3924537370824,21.09492910358091,47.40475756471008
random3,all_on,0,data0,5,data5,data_data,460.4873828406633,437.1490026435953,23.338380197068034,42.84787511198522
random3,all_on,2,data2,5,data5,data_data,412.463590483057,437.1490026435953,24.685412160538306,40.5097550527669
random3,all_on,2,data2,3,data3,data_data,412.463590483057,439.3924537370824,26.92886325402543,37.13487608321217
random3,all_on,2,data2,7,data7,data_data,412.463590483057,440.04638308099015,27.582792597933178,36.25448715714636
random3,all_on,1,data1,2,data2,data_data,448.7370824321077,412.463590483057,36.27349194905071,27.568341129235296
random3,all_on,4,data4,5,data5,data_data,396.181927421293,437.1490026435953,40.9670752223023,24.409846067204825
random3,all_on,3,data3,4,data4,data_data,439.3924537370824,396.181927421293,43.21052631578942,23.142509135201003
random3,all_on,4,data4,7,data7,data_data,396.181927421293,440.04638308099015,43.86445565969717,22.797501643655497
random3,all_on,2,data2,6,data6,data_data,412.463590483057,457.5856765200673,45.12208603701032,22.162095945204612
random3,all_on,0,data0,2,data2,data_data,460.4873828406633,412.463590483057,48.02379235760634,20.823011905298085
random3,all_on,1,data1,4,data4,data_data,448.7370824321077,396.181927421293,52.5551550108147,19.027629160150358
random3,all_on,4,data4,6,data6,data_data,396.181927421293,457.5856765200673,61.40374909877431,16.285650545399044
random3,all_on,0,data0,4,data4,data_data,460.4873828406633,396.181927421293,64.30545541937033,15.550780155096705
random3,all_on,4,data4,8,sample,data_sample,396.181927421293,91.71377072819034,304.4681566931026,3.2844157197298585
random3,all_on,2,data2,8,sample,data_sample,412.463590483057,91.71377072819034,320.7498197548666,3.1176946592339507
random3,all_on,5,data5,8,sample,data_sample,437.1490026435953,91.71377072819034,345.4352319154049,2.894898688981714
random3,all_on,3,data3,8,sample,data_sample,439.3924537370824,91.71377072819034,347.67868300889205,2.8762189023087865
random3,all_on,7,data7,8,sample,data_sample,440.04638308099015,91.71377072819034,348.3326123527998,2.8708193391527046
random3,all_on,1,data1,8,sample,data_sample,448.7370824321077,91.71377072819034,357.02331170391733,2.8009375500648233
random3,all_on,6,data6,8,sample,data_sample,457.5856765200673,91.71377072819034,365.87190579187694,2.733197012860674
random3,all_on,0,data0,8,sample,data_sample,460.4873828406633,91.71377072819034,368.77361211247296,2.7116907694984644
