bit_order,expanded_column,byte_index,bit_index,ones,zeros,p1,abs_bias,x,msb_expanded_column,lsb_expanded_column,over_x_cutoff
msb,156,19,3,246,754,0.246000000,0.254000000,754,156,155,False
msb,157,19,2,301,699,0.301000000,0.199000000,699,157,154,False
msb,158,19,1,281,719,0.281000000,0.219000000,719,158,153,False
msb,159,19,0,261,739,0.261000000,0.239000000,739,159,152,False
msb,160,20,7,307,693,0.307000000,0.193000000,693,160,167,False
msb,161,20,6,269,731,0.269000000,0.231000000,731,161,166,False
msb,162,20,5,292,708,0.292000000,0.208000000,708,162,165,False
msb,163,20,4,313,687,0.313000000,0.187000000,687,163,164,False
msb,164,20,3,285,715,0.285000000,0.215000000,715,164,163,False
msb,165,20,2,283,717,0.283000000,0.217000000,717,165,162,False
msb,166,20,1,310,690,0.310000000,0.190000000,690,166,161,False
msb,167,20,0,231,769,0.231000000,0.269000000,769,167,160,False
msb,168,21,7,296,704,0.296000000,0.204000000,704,168,175,False
msb,169,21,6,301,699,0.301000000,0.199000000,699,169,174,False
msb,170,21,5,271,729,0.271000000,0.229000000,729,170,173,False
msb,171,21,4,298,702,0.298000000,0.202000000,702,171,172,False
msb,172,21,3,291,709,0.291000000,0.209000000,709,172,171,False
msb,173,21,2,277,723,0.277000000,0.223000000,723,173,170,False
msb,174,21,1,278,722,0.278000000,0.222000000,722,174,169,False
msb,175,21,0,293,707,0.293000000,0.207000000,707,175,168,False
msb,176,22,7,297,703,0.297000000,0.203000000,703,176,183,False
msb,177,22,6,286,714,0.286000000,0.214000000,714,177,182,False
msb,178,22,5,289,711,0.289000000,0.211000000,711,178,181,False
msb,179,22,4,292,708,0.292000000,0.208000000,708,179,180,False
msb,180,22,3,308,692,0.308000000,0.192000000,692,180,179,False
msb,181,22,2,282,718,0.282000000,0.218000000,718,181,178,False
msb,182,22,1,314,686,0.314000000,0.186000000,686,182,177,False
msb,183,22,0,310,690,0.310000000,0.190000000,690,183,176,False
msb,184,23,7,261,739,0.261000000,0.239000000,739,184,191,False
msb,185,23,6,281,719,0.281000000,0.219000000,719,185,190,False
msb,186,23,5,289,711,0.289000000,0.211000000,711,186,189,False
msb,187,23,4,298,702,0.298000000,0.202000000,702,187,188,False
msb,188,23,3,283,717,0.283000000,0.217000000,717,188,187,False
msb,189,23,2,285,715,0.285000000,0.215000000,715,189,186,False
msb,190,23,1,262,738,0.262000000,0.238000000,738,190,185,False
msb,191,23,0,274,726,0.274000000,0.226000000,726,191,184,False
msb,192,24,7,270,730,0.270000000,0.230000000,730,192,199,False
msb,193,24,6,282,718,0.282000000,0.218000000,718,193,198,False
msb,194,24,5,304,696,0.304000000,0.196000000,696,194,197,False
msb,195,24,4,281,719,0.281000000,0.219000000,719,195,196,False
msb,196,24,3,274,726,0.274000000,0.226000000,726,196,195,False
msb,197,24,2,302,698,0.302000000,0.198000000,698,197,194,False
msb,198,24,1,295,705,0.295000000,0.205000000,705,198,193,False
msb,199,24,0,273,727,0.273000000,0.227000000,727,199,192,False
msb,200,25,7,290,710,0.290000000,0.210000000,710,200,207,False
msb,201,25,6,281,719,0.281000000,0.219000000,719,201,206,False
msb,202,25,5,289,711,0.289000000,0.211000000,711,202,205,False
msb,203,25,4,283,717,0.283000000,0.217000000,717,203,204,False
msb,204,25,3,232,768,0.232000000,0.268000000,768,204,203,False
msb,205,25,2,294,706,0.294000000,0.206000000,706,205,202,False
msb,206,25,1,285,715,0.285000000,0.215000000,715,206,201,False
msb,207,25,0,268,732,0.268000000,0.232000000,732,207,200,False
msb,208,26,7,286,714,0.286000000,0.214000000,714,208,215,False
msb,209,26,6,288,712,0.288000000,0.212000000,712,209,214,False
msb,210,26,5,269,731,0.269000000,0.231000000,731,210,213,False
msb,211,26,4,293,707,0.293000000,0.207000000,707,211,212,False
msb,212,26,3,318,682,0.318000000,0.182000000,682,212,211,False
msb,213,26,2,278,722,0.278000000,0.222000000,722,213,210,False
msb,214,26,1,295,705,0.295000000,0.205000000,705,214,209,False
msb,215,26,0,300,700,0.300000000,0.200000000,700,215,208,False
msb,216,27,7,289,711,0.289000000,0.211000000,711,216,223,False
msb,217,27,6,294,706,0.294000000,0.206000000,706,217,222,False
msb,218,27,5,307,693,0.307000000,0.193000000,693,218,221,False
msb,219,27,4,268,732,0.268000000,0.232000000,732,219,220,False
msb,220,27,3,289,711,0.289000000,0.211000000,711,220,219,False
msb,221,27,2,262,738,0.262000000,0.238000000,738,221,218,False
msb,222,27,1,269,731,0.269000000,0.231000000,731,222,217,False
msb,223,27,0,317,683,0.317000000,0.183000000,683,223,216,False
msb,224,28,7,280,720,0.280000000,0.220000000,720,224,231,False
msb,225,28,6,283,717,0.283000000,0.217000000,717,225,230,False
msb,226,28,5,297,703,0.297000000,0.203000000,703,226,229,False
msb,227,28,4,293,707,0.293000000,0.207000000,707,227,228,False
msb,228,28,3,302,698,0.302000000,0.198000000,698,228,227,False
msb,229,28,2,283,717,0.283000000,0.217000000,717,229,226,False
msb,230,28,1,277,723,0.277000000,0.223000000,723,230,225,False
msb,231,28,0,280,720,0.280000000,0.220000000,720,231,224,False
msb,232,29,7,289,711,0.289000000,0.211000000,711,232,239,False
msb,233,29,6,256,744,0.256000000,0.244000000,744,233,238,False
msb,234,29,5,260,740,0.260000000,0.240000000,740,234,237,False
msb,235,29,4,290,710,0.290000000,0.210000000,710,235,236,False
msb,236,29,3,291,709,0.291000000,0.209000000,709,236,235,False
msb,237,29,2,304,696,0.304000000,0.196000000,696,237,234,False
msb,238,29,1,297,703,0.297000000,0.203000000,703,238,233,False
msb,239,29,0,263,737,0.263000000,0.237000000,737,239,232,False
msb,240,30,7,298,702,0.298000000,0.202000000,702,240,247,False
msb,241,30,6,283,717,0.283000000,0.217000000,717,241,246,False
msb,242,30,5,299,701,0.299000000,0.201000000,701,242,245,False
msb,243,30,4,308,692,0.308000000,0.192000000,692,243,244,False
msb,244,30,3,281,719,0.281000000,0.219000000,719,244,243,False
msb,245,30,2,264,736,0.264000000,0.236000000,736,245,242,False
msb,246,30,1,298,702,0.298000000,0.202000000,702,246,241,False
msb,247,30,0,298,702,0.298000000,0.202000000,702,247,240,False
msb,248,31,7,265,735,0.265000000,0.235000000,735,248,255,False
msb,249,31,6,320,680,0.320000000,0.180000000,680,249,254,False
msb,250,31,5,275,725,0.275000000,0.225000000,725,250,253,False
msb,251,31,4,279,721,0.279000000,0.221000000,721,251,252,False
msb,252,31,3,282,718,0.282000000,0.218000000,718,252,251,False
msb,253,31,2,272,728,0.272000000,0.228000000,728,253,250,False
msb,254,31,1,260,740,0.260000000,0.240000000,740,254,249,False
msb,255,31,0,303,697,0.303000000,0.197000000,697,255,248,False
